22121106, 11212242, 22121102, 11212246, 11212224, 21111231, 11212234, 21111226, 22121142, 11212237, 21111234, 22121113, 22121114, 22121113, 21111212, 21111246, 11212231, 12212201, 22121127, 11212207, 12212234, 21111204, 11212222, 22121146, 21111215, 22121132, 21111228, 21111208, 12212244, 11212213, 11212247
11212205, 21111241, 21111201, 21111218, 11212244, 21111204, 22121126, 22121115, 22121127, 22121143, 21111221, 21111212, 12212246, 12212242, 21111213, 11212238, 21111244, 12212215, 12212241, 22121123, 12212214, 11212204, 21111215, 21111227, 11212243, 22121103, 11212212, 21111213, 11212203, 22121103, 21111203
22121107, 11212221, 21111201, 22121112, 21111246, 12212233, 11212247, 11212243, 12212203, 22121103, 21111221, 22121136, 11212228, 22121133, 22121147, 12212216, 11212242, 21111228, 11212235, 21111216, 22121142, 21111224, 22121137, 12212232, 21111213, 12212214, 12212213, 21111203, 21111214, 11212248, 21111211
11212201, 11212201, 21111236, 12212206, 21111231, 21111236, 12212217, 22121118, 11212208, 11212244, 11212213, 11212247, 21111232, 22121135, 12212216, 21111231, 22121134, 11212213, 22121103, 12212212, 12212246, 21111242, 22121135, 12212241, 12212212, 11212246, 22121133, 22121138, 12212244, 22121104, 22121148
11212205, 22121114, 12212222, 12212213, 22121103, 11212225, 11212241, 21111245, 22121138, 11212233, 22121147, 12212232, 11212213, 12212247, 22121107, 12212225, 11212216, 11212233, 12212247, 22121134, 11212248, 21111211, 21111201, 11212236, 22121106, 12212233, 11212203, 11212225, 11212227, 22121125, 22121138
11212202, 11212202, 21111228, 11212208, 22121135, 21111216, 11212228, 11212211, 21111201, 22121101, 22121145, 21111238, 12212244, 11212215, 12212241, 21111201, 22121123, 22121136, 12212224, 12212248, 12212244, 11212237, 21111207, 12212207, 21111207, 22121107, 12212218, 22121108, 22121111, 21111227, 21111216
22121106, 22121131, 12212201, 22121101, 12212223, 11212236, 21111233, 21111203, 12212236, 22121124, 21111215, 11212223, 11212247, 11212218, 22121108, 12212244, 12212231, 22121127, 12212232, 11212235, 22121116, 21111242, 11212202, 12212202, 11212246, 11212242, 11212237, 12212232, 11212224, 21111213, 22121103
11212204, 12212204, 11212204, 21111215, 11212241, 11212201, 21111245, 21111241, 21111201, 11212218, 11212211, 21111223, 21111247, 21111207, 21111207, 21111207, 12212225, 12212227, 12212243, 12212225, 22121138, 22121144, 21111204, 22121137, 11212207, 11212232, 22121128, 12212208, 11212217, 21111243, 11212212
21111203, 11212247, 22121116, 11212231, 12212245, 21111232, 21111246, 21111233, 12212225, 11212232, 12212213, 12212214, 22121137, 12212243, 21111247, 11212243, 22121138, 11212233, 22121125, 21111227, 12212232, 12212237, 21111207, 22121107, 12212207, 12212207, 22121134, 12212204, 12212222, 12212211, 22121123
12212206, 12212242, 22121102, 21111228, 11212211, 12212236, 22121131, 11212201, 21111201, 11212236, 21111242, 22121113, 22121136, 21111215, 22121105, 11212241, 21111212, 21111224, 22121131, 21111236, 22121106, 21111215, 11212238, 21111244, 22121113, 11212225, 12212227, 11212243, 21111247, 12212225, 22121105
22121104, 12212226, 21111228, 11212233, 12212214, 11212237, 12212234, 21111231, 22121127, 12212207, 12212216, 22121124, 11212204, 22121113, 22121147, 21111218, 12212226, 22121131, 22121101, 21111245, 22121105, 22121105, 12212205, 21111227, 12212243, 11212225, 21111205, 11212223, 22121112, 11212246, 11212233
11212201, 21111227, 12212207, 12212232, 12212211, 11212234, 21111204, 11212204, 21111231, 12212218, 21111226, 22121115, 22121114, 22121104, 22121148, 21111217, 12212234, 12212231, 11212234, 12212213, 21111236, 21111242, 22121128, 22121144, 12212248, 11212244, 22121126, 21111233, 11212212, 21111246, 12212206
