21111202, 21111213, 21111236, 21111242, 21111235, 12212214, 12212204, 11212237, 21111232, 11212246, 12212206, 22121117, 21111207, 11212216, 21111242, 21111237, 11212221, 11212223, 21111203, 21111214, 12212204, 11212222, 11212246, 21111217, 22121143, 11212238, 21111244, 11212222, 22121137, 12212225, 22121141, 12212245, 21111241, 12212227, 12212243, 22121136, 12212242, 12212228, 12212244, 22121122, 11212224, 11212226, 12212242, 11212224, 22121148, 22121144, 21111226, 22121115, 11212232, 11212237, 21111221, 11212236, 11212228, 22121108, 21111217, 22121121, 11212212, 11212228, 21111235, 21111241
11212208, 12212208, 22121111, 21111236, 12212217, 11212225, 12212216, 21111233, 22121121, 11212223, 21111247, 12212243, 11212225, 21111214, 12212237, 11212225, 22121141, 22121136, 11212215, 22121114, 22121148, 11212211, 22121112, 12212237, 12212225, 22121105, 12212241, 22121136, 12212206, 11212224, 11212204, 12212204, 21111231, 12212201, 21111245, 12212238, 12212244, 12212222, 12212224, 21111237, 22121121, 21111234, 12212222, 12212246, 12212206, 21111233, 21111221, 21111234, 21111248, 22121108, 11212208, 22121135, 21111214, 22121126, 21111242, 21111213, 22121114, 12212226, 12212206, 21111217
11212201, 11212218, 21111233, 22121125, 11212205, 12212232, 22121135, 11212227, 21111243, 12212214, 12212248, 11212226, 12212215, 21111223, 12212212, 22121111, 21111236, 22121124, 21111237, 12212216, 12212233, 12212203, 11212214, 21111204, 22121104, 12212237, 11212234, 21111204, 12212248, 12212208, 22121144, 12212237, 21111221, 22121145, 22121141, 21111218, 22121144, 12212204, 11212213, 21111214, 22121104, 21111248, 11212208, 22121108, 21111217, 12212218, 11212226, 11212217, 11212207, 21111243, 11212214, 21111215, 22121116, 11212215, 21111205, 11212216, 21111242, 21111237, 21111221, 22121145
21111203, 11212247, 21111232, 21111224, 11212237, 21111216, 21111242, 11212237, 21111225, 21111238, 11212244, 21111215, 22121132, 21111246, 11212242, 21111246, 21111206, 22121106, 21111228, 21111217, 21111243, 11212214, 22121148, 11212233, 21111212, 11212228, 22121144, 12212204, 11212204, 22121115, 11212216, 12212215, 11212216, 21111215, 11212205, 12212205, 12212205, 22121123, 22121138, 11212217, 21111234, 11212231, 12212201, 11212212, 22121128, 21111208, 22121126, 12212217, 21111207, 11212218, 11212208, 21111208, 11212211, 12212201, 21111212, 21111213, 21111225, 22121114, 21111237, 11212243
21111201, 11212245, 11212227, 22121134, 21111237, 12212243, 22121103, 22121147, 21111243, 22121125, 11212214, 12212215, 12212241, 21111234, 11212231, 21111234, 11212231, 22121101, 21111201, 12212201, 12212234, 21111222, 11212228, 21111208, 22121144, 11212231, 11212227, 22121118, 21111208, 11212208, 21111233, 22121147, 21111216, 21111206, 22121117, 12212234, 12212204, 22121113, 22121125, 11212216, 11212228, 22121117, 22121121, 11212227, 22121132, 22121113, 11212212, 11212246, 12212233, 22121147, 22121143, 11212212, 21111224, 12212248, 12212233, 21111212, 11212224, 12212237, 12212232, 22121102
12212207, 22121107, 22121143, 12212203, 11212221, 22121123, 21111247, 22121125, 22121138, 22121144, 22121148, 21111233, 21111247, 22121125, 12212241, 22121118, 22121108, 11212233, 22121103, 22121138, 12212235, 12212227, 11212234, 22121104, 22121131, 21111245, 22121138, 21111222, 22121124, 22121137, 21111243, 12212225, 21111241, 12212234, 12212213, 12212212, 12212224, 22121148, 22121108, 12212233, 11212247, 12212243, 12212221, 12212201, 12212245, 11212216, 21111233, 21111238, 21111208, 12212226, 21111242, 11212235, 12212238, 11212235, 11212205, 12212227, 12212207, 21111234, 12212231, 21111236
11212201, 21111245, 22121132, 21111211, 21111201, 21111245, 12212241, 12212234, 11212204, 22121131, 21111212, 11212224, 22121122, 12212237, 11212207, 21111221, 11212201, 11212201, 11212218, 12212235, 21111205, 21111216, 21111215, 11212205, 21111214, 12212226, 11212206, 11212224, 21111213, 21111203, 21111221, 12212201, 21111201, 12212212, 21111202, 11212202, 12212235, 12212232, 22121146, 11212242, 21111211, 21111201, 21111236, 22121142, 22121124, 22121104, 22121131, 22121123, 22121121, 11212212, 22121124, 11212204, 22121122, 22121137, 22121121, 21111218, 12212244, 11212226, 12212228, 21111211
22121106, 11212242, 11212235, 11212214, 21111248, 11212222, 11212213, 21111203, 11212214, 21111237, 21111218, 21111208, 21111235, 22121132, 22121102, 11212246, 11212224, 12212204, 22121137, 12212243, 21111212, 12212228, 12212208, 21111226, 21111217, 21111216, 22121106, 22121133, 22121103, 11212214, 21111222, 21111213, 22121136, 22121133, 11212203, 12212212, 11212213, 12212238, 21111208, 21111222, 11212235, 21111205, 21111241, 11212218, 12212222, 12212202, 22121135, 22121141, 11212218, 21111244, 22121126, 12212206, 22121128, 11212233, 22121138, 12212244, 21111248, 11212222, 12212202, 11212246
22121105, 12212205, 22121123, 22121114, 12212204, 12212248, 21111233, 21111203, 21111212, 22121146, 21111233, 21111203, 21111221, 21111218, 11212222, 11212237, 11212221, 12212236, 21111224, 11212248, 21111211, 11212245, 12212241, 11212245, 11212238, 11212244, 11212204, 11212204, 21111222, 12212202, 22121137, 21111207, 22121143, 22121103, 22121125, 22121116, 12212217, 22121121, 21111212, 21111224, 22121131, 12212227, 21111225, 21111214, 12212213, 21111203, 11212236, 21111206, 12212242, 11212213, 21111212, 12212228, 11212244, 11212237, 12212221, 22121112, 12212202, 12212246, 11212242, 12212228
21111201, 22121101, 22121127, 22121107, 11212216, 12212217, 12212218, 22121108, 11212208, 22121108, 11212208, 12212244, 22121104, 22121126, 11212242, 12212213, 22121103, 12212203, 22121103, 11212238, 12212222, 12212228, 21111211, 12212245, 12212232, 21111213, 22121147, 11212207, 21111218, 21111222, 22121102, 12212224, 21111231, 22121134, 22121131, 21111234, 12212248, 21111226, 11212233, 11212238, 21111235, 21111238, 21111208, 12212211, 21111223, 21111236, 21111228, 12212244, 22121113, 22121112, 12212235, 21111232, 22121146, 22121115, 11212205, 22121123, 21111212, 11212202, 21111211, 12212201
21111201, 11212201, 22121118, 12212244, 22121126, 12212242, 12212246, 12212206, 12212242, 11212235, 11212241, 22121118, 11212211, 11212234, 12212231, 21111234, 12212237, 12212225, 11212241, 11212201, 21111201, 12212245, 22121138, 12212244, 22121115, 12212227, 12212243, 11212214, 12212222, 22121124, 21111226, 22121115, 22121105, 22121127, 11212243, 22121125, 21111232, 11212246, 11212215, 21111216, 11212242, 12212211, 12212212, 11212235, 12212223, 11212203, 11212238, 12212244, 12212222, 22121111, 21111218, 21111244, 22121115, 12212216, 21111206, 11212233, 22121125, 21111205, 12212227, 11212243
11212208, 21111211, 11212201, 22121112, 11212235, 22121116, 22121128, 11212211, 22121101, 11212212, 11212211, 12212245, 22121105, 22121123, 22121136, 12212228, 22121122, 22121113, 12212203, 12212247, 12212216, 11212242, 22121102, 22121113, 21111247, 11212243, 22121112, 22121146, 12212217, 11212207, 12212234, 21111204, 21111204, 11212204, 21111231, 12212234, 12212204, 21111204, 22121122, 12212202, 22121102, 21111246, 21111242, 21111246, 22121106, 12212215, 11212227, 22121118, 21111244, 21111204, 12212213, 12212214, 11212222, 11212213, 21111236, 12212206, 22121142, 11212202, 21111202, 21111228
11212208, 11212211, 12212234, 21111204, 11212204, 12212231, 11212245, 12212238, 22121122, 21111224, 22121131, 22121145, 11212216, 22121131, 11212218, 22121133, 22121103, 11212247, 22121107, 22121107, 11212243, 22121147, 12212243, 11212247, 11212216, 12212228, 11212211, 22121134, 11212204, 11212237, 22121132, 21111224, 22121126, 21111224, 22121104, 21111204, 21111226, 21111215, 22121105, 12212241, 11212236, 11212228, 21111244, 11212237, 12212207, 12212218, 21111208, 22121133, 11212238, 12212244, 22121148, 12212235, 22121132, 22121102, 21111246, 21111206, 21111206, 12212215, 12212238, 11212217
12212204, 12212222, 22121146, 22121128, 22121144, 22121122, 21111246, 11212242, 21111228, 21111244, 11212204, 22121113, 12212214, 21111248, 12212208, 21111217, 12212207, 22121118, 11212222, 21111202, 21111246, 12212206, 21111242, 11212202, 12212228, 21111208, 22121133, 11212247, 11212243, 11212203, 21111212, 22121124, 22121122, 11212202, 21111237, 22121143, 11212214, 21111237, 21111207, 22121132, 21111246, 12212224, 22121104, 21111226, 22121142, 22121111, 22121127, 22121143, 11212236, 11212224, 21111226, 21111228, 11212208, 21111208, 12212208, 11212233, 12212221, 11212234, 11212204, 21111237
21111202, 11212235, 11212232, 21111202, 11212211, 12212245, 22121116, 11212231, 11212236, 11212228, 21111235, 22121141, 12212227, 11212234, 11212248, 22121144, 12212213, 22121147, 11212234, 21111213, 22121112, 21111213, 21111212, 22121128, 12212208, 11212222, 12212235, 21111227, 22121121, 11212201, 12212236, 21111217, 11212232, 11212237, 21111221, 12212201, 11212234, 22121122, 11212213, 21111247, 22121125, 22121127, 22121143, 11212225, 11212205, 12212238, 22121144, 11212222, 12212213, 11212203, 12212212, 11212235, 12212216, 21111215, 21111205, 22121114, 11212213, 12212212, 12212237, 11212225
11212206, 11212206, 22121142, 11212202, 11212246, 11212228, 22121117, 12212221, 12212227, 22121116, 22121115, 11212227, 21111232, 21111202, 22121102, 11212237, 12212243, 21111247, 12212232, 21111237, 11212234, 21111237, 21111232, 12212202, 21111202, 11212235, 11212205, 21111232, 12212213, 21111238, 11212244, 11212213, 12212221, 21111236, 21111233, 22121112, 22121146, 11212224, 12212248, 11212211, 11212234, 21111204, 21111248, 21111244, 22121104, 12212213, 12212212, 22121111, 12212218, 12212244, 12212215, 22121132, 22121102, 11212228, 22121108, 22121126, 12212231, 12212201, 11212245, 21111214
12212206, 11212233, 12212247, 11212234, 12212204, 21111237, 22121143, 22121103, 11212247, 22121116, 21111224, 22121104, 22121104, 21111222, 21111202, 22121102, 11212246, 22121131, 11212227, 21111232, 11212224, 21111204, 22121104, 11212226, 21111231, 11212223, 22121103, 12212212, 21111224, 21111237, 22121132, 22121128, 21111235, 11212214, 12212248, 21111244, 11212248, 11212235, 21111241, 12212212, 12212224, 11212231, 22121145, 12212232, 22121102, 11212235, 12212205, 11212227, 21111234, 22121148, 21111244, 22121104, 12212237, 21111243, 22121114, 21111226, 12212233, 21111203, 11212225, 11212241
11212202, 22121102, 21111211, 12212212, 12212202, 11212237, 11212234, 12212213, 21111212, 22121146, 12212215, 21111232, 22121102, 12212224, 11212213, 11212236, 21111242, 21111211, 12212212, 22121111, 11212201, 11212212, 11212228, 11212217, 22121143, 12212225, 22121127, 11212207, 21111234, 11212213, 11212225, 12212241, 12212227, 22121134, 12212215, 22121123, 21111203, 22121114, 22121126, 11212215, 22121132, 22121102, 12212211, 21111201, 12212201, 22121145, 12212205, 21111205, 21111214, 12212248, 12212235, 21111214, 21111213, 11212247, 11212216, 11212228, 21111244, 11212248, 22121144, 21111237
21111205, 22121114, 21111248, 22121122, 21111235, 12212223, 22121138, 12212211, 22121112, 11212202, 22121137, 21111243, 12212247, 12212243, 11212225, 11212241, 12212201, 12212245, 21111205, 11212205, 22121116, 22121117, 11212221, 11212245, 11212205, 21111214, 12212215, 21111214, 11212204, 12212248, 21111208, 12212235, 12212205, 12212241, 21111201, 11212245, 21111205, 12212214, 21111204, 22121137, 21111221, 12212234, 12212226, 21111206, 21111224, 12212226, 11212217, 22121107, 12212225, 22121141, 11212245, 21111238, 21111211, 12212212, 22121102, 22121135, 11212238, 22121133, 12212203, 12212203
12212201, 12212236, 12212242, 12212237, 22121107, 12212232, 22121111, 22121101, 12212245, 12212232, 12212202, 11212224, 22121104, 22121113, 11212236, 21111233, 22121138, 12212235, 21111241, 12212236, 11212231, 11212245, 22121105, 11212238, 21111222, 22121124, 21111222, 21111224, 21111226, 12212228, 22121117, 11212207, 11212218, 12212208, 11212217, 12212218, 21111226, 11212242, 21111202, 11212246, 11212231, 22121145, 21111241, 11212234, 12212226, 21111228, 21111244, 22121148, 21111217, 11212243, 22121138, 12212226, 11212215, 22121141, 12212223, 21111238, 11212217, 11212243, 12212247, 12212207
