21111202, 21111202, 22121102, 21111202, 12212202, 11212235, 11212214, 22121131, 22121118, 21111226, 22121133, 21111247, 22121143, 21111247, 12212207, 21111243, 21111225, 12212241, 21111236, 12212206, 22121133, 21111212, 12212202, 12212202, 12212202, 12212237, 22121107, 12212207, 22121118, 21111208, 12212208, 12212217, 11212218, 11212211, 12212218, 21111244, 12212204, 12212248, 12212235, 12212227, 12212243, 12212221, 12212201, 11212201, 12212223, 21111203, 11212225, 21111216, 12212206, 22121131, 11212223, 12212203, 22121103, 21111236, 12212215, 11212205, 21111223, 12212238, 11212244, 22121104
22121106, 12212224, 22121126, 21111206, 12212233, 12212247, 11212216, 12212233, 21111203, 21111212, 12212202, 22121146, 11212217, 12212216, 21111233, 12212203, 12212247, 22121107, 12212218, 22121108, 22121133, 21111247, 12212243, 11212214, 21111226, 11212217, 21111216, 22121128, 22121111, 12212236, 11212215, 22121116, 21111206, 12212242, 21111202, 22121124, 11212231, 22121134, 12212226, 21111206, 11212215, 12212227, 12212218, 11212222, 22121124, 11212204, 12212237, 22121107, 12212218, 22121117, 12212243, 12212214, 12212226, 21111228, 11212208, 12212244, 11212248, 21111226, 22121124, 11212222
11212207, 12212218, 12212244, 21111226, 22121106, 11212206, 21111215, 22121114, 21111213, 11212225, 22121116, 21111231, 12212245, 21111238, 21111235, 11212205, 12212232, 21111202, 11212202, 22121102, 22121124, 11212226, 11212206, 11212206, 21111215, 11212205, 21111214, 22121131, 11212212, 22121102, 22121146, 22121131, 22121145, 21111214, 21111215, 11212214, 12212231, 12212201, 22121118, 11212211, 12212212, 22121113, 22121136, 22121106, 22121124, 21111248, 22121122, 21111211, 12212234, 12212226, 22121133, 12212221, 12212223, 21111236, 11212228, 22121108, 21111244, 21111204, 12212213, 11212225
21111206, 12212231, 22121145, 12212214, 11212213, 21111203, 22121138, 11212208, 11212244, 12212248, 12212211, 22121127, 11212243, 21111203, 22121136, 21111224, 21111231, 12212236, 21111224, 22121148, 22121144, 22121113, 12212238, 22121144, 21111237, 22121143, 21111203, 21111236, 12212233, 12212247, 22121134, 21111237, 11212221, 22121118, 12212233, 22121121, 22121123, 12212247, 21111225, 12212241, 22121127, 22121132, 12212246, 22121133, 12212247, 12212232, 21111235, 21111227, 11212221, 21111218, 11212235, 12212227, 11212243, 12212225, 11212205, 12212214, 22121137, 12212216, 21111242, 22121146
22121101, 22121134, 21111215, 21111223, 21111247, 22121134, 21111248, 21111222, 21111237, 11212234, 21111248, 21111244, 11212204, 11212215, 11212205, 22121138, 12212211, 21111223, 22121136, 21111215, 22121114, 22121148, 11212211, 12212201, 12212245, 22121138, 12212233, 12212214, 11212248, 12212244, 21111222, 11212235, 12212216, 11212231, 22121136, 21111224, 11212231, 11212234, 21111222, 11212246, 12212242, 12212246, 21111231, 21111234, 21111248, 21111226, 11212215, 21111216, 11212242, 21111246, 12212242, 21111224, 21111226, 11212228, 21111235, 22121105, 22121141, 22121101, 21111245, 22121132
12212207, 11212207, 11212207, 11212225, 21111214, 12212226, 11212206, 12212231, 11212201, 21111227, 21111225, 11212205, 11212227, 11212207, 11212243, 21111236, 21111215, 11212214, 11212226, 21111217, 22121107, 11212234, 11212204, 12212204, 22121122, 22121111, 12212245, 21111227, 11212221, 22121127, 11212218, 22121135, 21111205, 11212223, 22121125, 21111205, 11212238, 22121108, 11212233, 11212238, 22121108, 12212235, 22121141, 21111245, 21111205, 21111238, 21111211, 22121101, 12212234, 22121148, 21111244, 11212213, 11212203, 12212214, 22121104, 21111248, 22121126, 11212217, 22121132, 22121102
21111203, 22121125, 12212227, 11212234, 21111213, 22121136, 21111228, 22121133, 21111247, 12212207, 11212243, 11212236, 21111231, 11212223, 11212221, 21111201, 11212236, 21111242, 12212211, 11212201, 21111227, 12212216, 11212233, 21111203, 21111247, 21111221, 11212236, 21111206, 11212233, 12212214, 22121104, 11212222, 12212246, 22121106, 22121106, 12212242, 12212224, 11212215, 12212232, 11212237, 21111207, 22121125, 21111223, 11212247, 21111225, 11212214, 12212248, 21111208, 12212208, 12212233, 11212212, 12212228, 11212244, 22121148, 12212235, 11212216, 12212231, 22121127, 21111243, 11212221
12212202, 22121124, 21111231, 11212201, 11212227, 12212221, 11212212, 12212246, 22121128, 22121144, 21111237, 22121132, 11212246, 22121117, 21111234, 22121131, 11212223, 22121103, 21111203, 22121114, 12212204, 22121113, 11212203, 21111236, 11212217, 22121121, 22121145, 22121105, 11212216, 21111242, 11212246, 12212206, 22121106, 12212228, 22121135, 21111214, 12212226, 21111217, 12212225, 12212238, 11212208, 11212222, 21111228, 22121133, 11212221, 11212223, 12212203, 12212214, 22121126, 11212224, 11212226, 11212217, 12212207, 12212232, 22121102, 12212228, 22121133, 11212214, 12212215, 21111216
22121103, 12212212, 11212202, 11212211, 12212212, 11212246, 11212228, 12212211, 12212201, 22121136, 11212224, 12212204, 21111226, 21111233, 21111238, 12212208, 12212244, 22121104, 21111237, 12212221, 11212218, 21111233, 22121136, 12212206, 21111228, 11212222, 11212202, 21111237, 12212207, 11212207, 11212221, 12212227, 11212207, 22121125, 22121141, 22121127, 22121118, 21111208, 21111226, 22121124, 12212231, 11212245, 21111205, 12212205, 22121123, 21111247, 22121118, 22121117, 21111207, 22121121, 21111201, 12212223, 22121114, 12212226, 21111206, 11212215, 21111205, 21111223, 12212214, 22121104
11212204, 11212204, 21111248, 11212244, 12212237, 11212218, 21111222, 22121124, 12212213, 11212225, 11212216, 12212233, 12212225, 11212214, 22121113, 11212203, 22121114, 12212215, 21111241, 22121118, 22121108, 22121126, 11212242, 22121102, 11212246, 11212231, 22121145, 11212241, 11212212, 22121111, 12212212, 12212213, 22121114, 22121148, 21111226, 21111206, 22121133, 12212247, 22121132, 21111224, 22121148, 11212244, 22121148, 12212244, 21111215, 21111214, 21111215, 11212205, 21111216, 11212224, 22121104, 22121131, 12212227, 22121143, 22121103, 12212247, 12212243, 11212238, 11212235, 22121105
21111203, 12212238, 22121117, 22121107, 11212225, 11212223, 22121103, 22121112, 22121113, 11212225, 21111216, 11212231, 21111218, 21111208, 22121126, 22121131, 11212223, 11212236, 21111231, 22121118, 11212211, 21111218, 22121144, 12212237, 12212243, 11212214, 21111204, 11212215, 11212216, 22121142, 12212213, 21111225, 12212227, 21111225, 12212214, 22121148, 22121133, 12212203, 21111221, 21111227, 21111207, 11212232, 12212246, 21111224, 22121126, 11212242, 11212202, 11212202, 22121124, 12212222, 12212235, 12212227, 22121125, 12212205, 22121116, 22121128, 11212208, 12212233, 12212203, 12212203
21111207, 21111232, 22121137, 11212218, 11212244, 11212237, 21111243, 21111212, 11212246, 11212215, 11212241, 21111212, 11212211, 22121123, 11212247, 11212232, 21111246, 12212231, 22121118, 11212233, 11212225, 12212216, 12212228, 22121108, 21111244, 22121104, 22121104, 21111237, 12212221, 21111218, 22121133, 21111212, 21111228, 21111233, 12212203, 22121147, 12212218, 21111211, 11212245, 12212216, 22121106, 12212228, 21111244, 22121113, 11212247, 11212207, 21111232, 12212237, 21111207, 12212207, 21111216, 12212215, 22121138, 12212233, 12212247, 12212218, 11212235, 12212241, 21111212, 21111246
11212202, 12212246, 12212206, 11212215, 22121141, 11212218, 11212222, 12212211, 11212212, 21111235, 11212227, 22121143, 12212221, 22121136, 22121142, 11212211, 22121145, 11212214, 11212248, 22121135, 22121127, 21111216, 11212228, 12212244, 12212204, 11212226, 22121142, 21111246, 22121106, 22121115, 21111241, 22121101, 22121101, 22121127, 21111207, 22121121, 12212201, 22121145, 22121116, 11212233, 22121103, 12212203, 12212247, 22121107, 12212232, 21111246, 22121128, 22121133, 21111236, 22121131, 22121136, 22121124, 22121104, 22121113, 22121147, 21111225, 22121105, 11212205, 22121105, 12212241
