12212208, 21111226, 21111242, 12212202, 12212224, 21111226, 22121142, 21111211, 11212212, 22121146, 21111242, 11212224, 21111204, 11212213, 21111238, 12212217, 12212243, 12212225, 21111241, 22121118, 22121122, 21111202, 22121124, 12212226, 12212231, 11212245, 11212205, 12212205, 12212205, 22121138, 12212208
11212207, 21111218, 12212211, 22121145, 21111214, 11212248, 22121144, 12212204, 21111204, 22121148, 22121126, 11212206, 11212242, 12212202, 12212246, 11212233, 21111247, 22121143, 22121103, 21111247, 21111234, 12212226, 12212228, 12212208, 21111208, 22121144, 12212213, 11212238, 11212217, 21111216, 11212233
22121102, 12212202, 12212211, 11212212, 21111202, 21111224, 22121104, 21111204, 11212226, 22121115, 21111232, 21111246, 22121115, 22121141, 12212201, 12212212, 12212237, 12212243, 22121103, 12212236, 12212206, 12212231, 11212201, 21111201, 12212227, 12212243, 21111238, 22121111, 12212245, 11212205, 11212232
11212204, 21111204, 21111222, 21111237, 11212221, 21111223, 11212225, 12212205, 12212232, 21111211, 21111212, 11212202, 11212202, 21111211, 21111234, 21111248, 12212208, 22121111, 12212218, 21111208, 11212235, 12212238, 11212244, 22121126, 12212231, 11212245, 12212227, 12212234, 22121104, 21111226, 22121106
12212203, 21111247, 21111216, 22121142, 12212246, 21111242, 12212235, 22121141, 12212227, 11212216, 12212242, 11212202, 12212202, 21111224, 11212222, 21111235, 21111238, 21111217, 22121132, 21111228, 21111235, 11212241, 21111227, 22121118, 21111244, 12212222, 21111202, 21111246, 22121106, 11212206, 22121106
12212205, 21111223, 12212247, 12212218, 22121126, 22121131, 22121101, 12212201, 11212245, 22121116, 12212217, 12212221, 22121136, 12212242, 21111224, 21111222, 22121137, 12212232, 22121128, 21111222, 11212202, 21111246, 21111242, 11212235, 22121132, 21111202, 21111237, 12212207, 22121121, 21111245, 21111238
22121103, 12212225, 12212216, 21111242, 11212202, 11212224, 22121148, 11212244, 11212204, 12212213, 22121125, 22121141, 22121136, 21111206, 22121117, 12212232, 21111246, 11212206, 22121117, 11212207, 11212218, 12212217, 22121132, 11212246, 21111217, 21111243, 11212212, 12212224, 12212215, 21111241, 12212236
21111206, 21111206, 21111242, 22121113, 11212214, 21111248, 22121144, 21111204, 11212226, 21111206, 11212206, 12212233, 21111225, 21111241, 12212245, 12212241, 12212234, 21111226, 22121124, 12212248, 22121108, 21111211, 21111245, 21111227, 22121143, 12212214, 12212248, 12212217, 12212218, 22121144, 22121126
11212208, 11212226, 22121142, 22121111, 21111223, 12212214, 22121126, 22121124, 21111204, 12212248, 11212235, 11212227, 12212225, 12212205, 22121105, 11212241, 11212212, 12212246, 12212206, 22121124, 22121137, 11212243, 11212247, 21111225, 12212241, 12212201, 11212212, 11212246, 21111242, 11212246, 12212224
12212208, 21111211, 12212245, 22121141, 11212245, 12212241, 21111218, 22121117, 12212243, 22121103, 11212247, 22121121, 12212201, 22121145, 11212232, 11212246, 22121115, 11212216, 11212206, 21111242, 11212224, 11212226, 21111206, 11212224, 12212215, 12212214, 22121137, 22121107, 22121143, 11212221, 12212234
