11212203, 21111203, 22121121, 11212212, 22121102, 11212224, 22121115, 21111205, 12212216, 22121128, 12212233, 22121147, 21111221, 22121136, 21111206, 21111224, 21111222, 11212202, 11212246, 22121117, 12212243, 22121147, 22121132, 22121111, 21111201, 22121145, 11212223, 12212247, 21111243, 12212212, 21111237
21111207, 12212225, 21111214, 21111213, 22121138, 21111217, 12212243, 21111214, 11212222, 11212213, 22121147, 22121116, 11212228, 11212208, 21111233, 11212203, 12212214, 11212237, 12212243, 21111225, 12212216, 12212233, 11212203, 12212247, 22121125, 21111205, 22121132, 12212202, 21111211, 12212234, 11212204
22121101, 21111245, 11212205, 11212241, 22121123, 22121121, 21111218, 11212244, 22121126, 11212206, 21111224, 11212213, 11212212, 12212211, 22121118, 22121126, 21111242, 11212202, 22121111, 12212223, 12212221, 11212218, 11212226, 22121142, 12212202, 11212213, 12212214, 22121113, 22121125, 22121127, 11212234
22121103, 12212214, 21111213, 12212225, 21111214, 22121126, 21111206, 11212242, 21111213, 12212203, 11212247, 11212207, 21111232, 21111237, 21111225, 12212232, 12212228, 12212244, 12212226, 22121133, 22121147, 11212234, 11212226, 22121142, 12212211, 11212201, 11212212, 22121124, 11212248, 21111244, 21111222
21111206, 21111228, 22121122, 21111237, 12212232, 12212235, 21111216, 12212206, 21111206, 22121106, 22121128, 21111235, 22121105, 22121138, 21111233, 12212247, 11212216, 21111206, 11212224, 21111213, 22121147, 21111207, 21111207, 12212232, 21111246, 12212215, 11212214, 21111215, 21111241, 22121118, 11212244
12212205, 12212205, 22121127, 21111216, 22121106, 12212233, 21111203, 21111214, 22121126, 22121142, 21111224, 11212204, 21111204, 22121113, 22121103, 21111236, 12212228, 11212222, 12212213, 22121125, 22121141, 11212223, 12212221, 11212227, 12212218, 22121144, 22121115, 12212214, 12212226, 21111228, 11212244
11212202, 12212228, 22121108, 11212208, 12212235, 11212241, 21111223, 12212221, 21111234, 12212204, 22121113, 21111225, 12212216, 12212228, 11212233, 21111236, 21111224, 21111231, 12212218, 21111208, 21111217, 12212216, 21111228, 12212208, 21111222, 21111202, 11212246, 22121142, 12212235, 22121105, 21111223
22121101, 22121118, 21111244, 21111204, 12212204, 21111248, 22121133, 12212247, 22121134, 12212213, 12212203, 22121147, 21111218, 21111208, 21111244, 12212237, 11212234, 21111215, 21111214, 22121113, 12212236, 22121124, 21111222, 11212213, 21111238, 22121117, 12212232, 21111246, 11212242, 22121102, 11212246
12212207, 21111234, 12212215, 21111205, 11212238, 12212244, 22121131, 21111227, 22121132, 21111235, 12212227, 12212207, 22121134, 12212248, 11212235, 21111232, 12212237, 11212234, 11212226, 22121106, 12212206, 11212206, 11212215, 22121114, 22121113, 21111221, 22121134, 12212222, 22121111, 11212201, 21111223
21111202, 11212235, 22121132, 11212235, 22121141, 11212201, 11212201, 11212201, 11212234, 12212248, 12212244, 11212237, 12212221, 12212227, 22121143, 21111236, 21111215, 11212241, 11212218, 22121135, 22121123, 12212212, 22121137, 22121143, 21111214, 21111237, 11212216, 22121117, 11212218, 21111244, 11212248
22121103, 11212236, 12212231, 12212223, 11212236, 21111242, 12212235, 22121105, 21111216, 21111231, 21111212, 12212246, 12212228, 21111208, 21111208, 11212211, 21111227, 21111243, 12212238, 12212208, 11212217, 21111225, 11212223, 12212203, 12212236, 21111233, 22121121, 22121101, 21111218, 11212235, 22121105
22121106, 21111206, 22121115, 11212214, 12212237, 21111232, 22121128, 12212211, 21111245, 22121141, 22121123, 11212238, 22121108, 21111244, 22121148, 11212211, 22121145, 22121123, 22121138, 22121108, 11212222, 11212246, 11212242, 11212224, 21111231, 22121145, 22121123, 11212236, 12212215, 12212214, 22121137
12212203, 11212225, 11212205, 12212214, 21111237, 11212232, 11212202, 21111202, 12212246, 11212215, 21111241, 22121134, 12212222, 12212213, 21111225, 22121114, 22121113, 12212238, 12212244, 22121126, 11212215, 12212241, 12212201, 22121101, 22121127, 12212225, 22121127, 21111207, 22121132, 21111237, 12212207
11212205, 12212205, 11212214, 11212222, 21111228, 12212208, 12212217, 22121121, 21111245, 12212223, 21111203, 22121103, 11212221, 11212218, 22121133, 12212238, 12212208, 21111208, 11212211, 21111223, 11212238, 22121133, 22121103, 12212238, 11212222, 11212224, 21111222, 22121102, 12212246, 22121142, 11212213
